Cutting speed,Feed rate,Tool nose radius,Depth of cut,Tool material,Workpiece material,Machining time,Spindle speed,Coolant use,Operator ID,Roughness
194.13,0.085,0.43,1.31,HSS,Aluminum,522.23,621,0,OP001,749.6713067
118.51,0.076,0.61,2.3,Carbide,Brass,224.34,1620,0,OP003,413.5646453
188.54,0.2,0.88,2.7,Ceramic,Steel,542.72,1614,1,OP015,307.2503704
212.86,0.403,0.64,0.34,Carbide,Aluminum,566.3,2739,0,OP010,994.2373376
257.44,0.368,0.97,1.24,HSS,Steel,412.39,815,1,OP008,547.240533
101.61,0.405,1.01,0.39,Ceramic,Aluminum,408.72,808,0,OP012,649.7378917
52.75,0.283,0.48,0.15,HSS,Aluminum,288.07,869,1,OP015,596.4664311
84.22,0.248,0.81,2.02,Ceramic,Aluminum,506.26,574,0,OP009,136.1749441
275,0.116,0.81,1.85,Ceramic,Aluminum,578.12,679,1,OP010,1037.977633
268.47,0.198,0.7,0.57,HSS,Aluminum,471.8,2150,0,OP020,1665.151515
199.35,0.245,1.15,0.78,HSS,Steel,384.5,1579,0,OP009,1199.646782
200.13,0.09,1.06,0.17,Ceramic,Aluminum,375.87,2409,1,OP015,13865.21569
216.26,0.149,0.96,2.52,Ceramic,Steel,514.2,2981,0,OP001,552.9178651
93.84,0.319,0.97,2.93,HSS,Brass,338.49,2148,0,OP002,97.38709919
278.6,0.381,0.77,0.49,Carbide,Aluminum,488.2,626,1,OP019,1149.081365
154.69,0.499,1.14,0.77,HSS,Steel,320.06,761,0,OP014,458.961039
145.78,0.47,0.96,2.62,Ceramic,Brass,65.59,2703,0,OP008,113.6501543
179.73,0.339,0.98,2.79,HSS,Brass,248.85,1819,0,OP006,186.2270435
61.74,0.24,1.09,1.32,Carbide,Brass,283.33,2562,1,OP012,212.4261364
91.57,0.336,0.62,0.25,HSS,Steel,110.72,2642,1,OP015,675.8738095
234.51,0.404,1.05,0.21,Ceramic,Aluminum,88.42,2819,1,OP014,2902.351485
70.7,0.103,0.56,1.76,HSS,Aluminum,335.22,2875,1,OP001,218.4024713
200.79,0.234,0.68,1.24,Ceramic,Steel,78.53,1887,1,OP011,470.5583127
111.34,0.428,0.67,0.18,Ceramic,Aluminum,202.68,1353,0,OP003,968.2995846
147.32,0.223,1.18,1.79,HSS,Steel,454.42,2905,0,OP019,435.4976576
122.17,0.307,1.09,0.13,Ceramic,Aluminum,579.73,1869,1,OP018,3336.63994
138.92,0.314,0.96,2.38,Ceramic,Brass,439.19,661,0,OP020,178.4552802
229.76,0.133,0.98,0.99,Carbide,Aluminum,595.8,2107,0,OP002,1710.069112
124.28,0.213,0.85,0.22,Carbide,Steel,428.05,1969,0,OP007,2254.332053
191.6,0.201,1.16,1.81,Carbide,Steel,197.46,2739,0,OP008,610.9122894
169.01,0.062,0.8,1.25,Carbide,Brass,413.07,2133,1,OP019,1744.619355
215.92,0.061,0.7,2.92,Ceramic,Steel,430.23,1373,1,OP015,848.5515383
284.21,0.424,0.53,1.68,HSS,Aluminum,241.88,2916,0,OP010,211.4657738
233.14,0.173,1.03,0.9,Ceramic,Aluminum,40.1,2504,0,OP001,1542.287733
103.74,0.283,0.99,2.16,Ceramic,Brass,430.82,2076,1,OP006,168.0123675
57.8,0.184,0.71,0.89,Ceramic,Steel,42.37,1232,0,OP013,250.5984367
115.57,0.473,0.42,2.72,HSS,Brass,389.78,1434,0,OP014,37.72804999
198.77,0.167,1.07,1.19,Carbide,Aluminum,123.26,2175,0,OP003,1070.215368
62.86,0.243,0.41,1.69,Ceramic,Brass,352.39,680,1,OP011,62.75744515
174.09,0.443,0.96,0.25,Ceramic,Steel,317.23,1142,1,OP003,1509.041986
199.21,0.429,1.18,1.34,Carbide,Brass,37.7,2285,0,OP019,408.9131267
133.56,0.134,0.75,2.51,Ceramic,Steel,236.83,1700,0,OP010,297.8236308
242.73,0.411,0.59,2.44,HSS,Steel,372.62,1506,0,OP015,142.8051334
76.65,0.256,0.96,0.75,Ceramic,Aluminum,513.71,879,0,OP011,383.25
68.78,0.267,1.05,0.76,Ceramic,Aluminum,536.53,1605,0,OP015,355.8988764
232.05,0.11,0.84,2.47,Carbide,Aluminum,305.79,2427,0,OP013,717.4162679
173.87,0.086,1.17,2.8,Ceramic,Steel,445.2,1160,1,OP005,844.8002492
222.1,0.378,0.44,0.38,Ceramic,Brass,210.38,513,1,OP004,680.3397382
158.71,0.273,0.8,1.41,HSS,Steel,225.05,2171,0,OP013,329.8469852
111.6,0.247,0.97,1.08,Carbide,Aluminum,140.84,2932,1,OP009,405.802969
254.78,0.378,1.09,2.62,Carbide,Aluminum,350.31,2017,0,OP017,280.413385
249.85,0.394,0.54,0.34,HSS,Brass,209.3,800,0,OP002,1007.158853
223.67,0.122,1.04,0.71,Ceramic,Aluminum,78.09,1302,1,OP005,2685.486031
118.04,0.325,0.84,2.28,Carbide,Aluminum,420.45,2669,1,OP016,133.8105263
197.56,0.111,0.72,0.25,Carbide,Aluminum,433.42,1081,0,OP007,5125.881081
140.24,0.388,0.51,1.53,Ceramic,Brass,235.2,2019,0,OP001,120.4810997
72.9,0.346,1.09,1.38,Ceramic,Steel,73.73,1507,1,OP012,166.4174416
279.33,0.48,0.53,1.07,Carbide,Aluminum,272.99,1020,1,OP011,288.2494159
84.2,0.081,0.65,1.24,Ceramic,Brass,282.13,2534,0,OP012,544.9024293
287.56,0.076,0.63,1.64,Carbide,Aluminum,411.14,2357,0,OP019,1453.488447
161.5,0.177,1.1,0.57,Ceramic,Brass,209.79,2154,0,OP012,1760.828625
